id,dominio_esperado,dominio_previsto,acerto,User Story
A15US4O1,Economics,Social Work,ERRO,"As a social worker, I want access to income prediction insights, so that I can better support individuals and families in need by understanding their financial situations and lifestyle factors.Beneficence"
A15US5Ge,Economics,Finance & Marketing,ERRO,"As a non-profit organization, I want to use income prediction models to identify potential donors and target fundraising campaigns more effectively."
A15US5O1,Economics,Finance & Marketing,ERRO,"As a financial planner, I want to leverage income forecasting tools, so that I can provide personalized financial advice to clients based on predicted income levels and lifestyle choices."
A15US6Ge,Economics,Finance & Marketing,ERRO,"As a marketing professional, I want to use machine learning to segment my audience based on predicted income levels and tailor marketing messages accordingly."
A15US6Ll,Economics,Health,ERRO,"As a non-profit organization, I want to use machine learning models to identify areas of high poverty and develop targeted interventions to reduce poverty and inequality."
A15US7Ge,Economics,Finance & Marketing,ERRO,"As a credit risk analyst, I want to use machine learning models to assess the creditworthiness of loan applicants based on their predicted income and other relevant factors."
A15US7O1,Economics,Health,ERRO,"As a nonprofit organization leader, I want to analyze income prediction data, so that I can develop programs that effectively target and alleviate economic disparities within communities."
A15US8Ge,Economics,Information Systems,ERRO,"As a human resources professional, I want to use machine learning to identify potential salary discrepancies within my organization and ensure fair compensation practices."
A15US9Ll,Economics,Demography,ERRO,"As a data scientist, I want to develop machine learning models that can handle large and complex datasets to predict income levels and identify areas of high poverty, so that I can provide accurate and reliable insights."
A15US9O1,Economics,Sociology,ERRO,"As a researcher in economic justice, I want to explore the relationship between lifestyle factors and income levels using data mining techniques, so that I can contribute to understanding and addressing pay uniformity issues."
A21US10Ge,Economics,Health,ERRO,"As a global citizen, I want to see online platforms used to empower individuals and promote economic opportunities without discrimination."
A21US10Ll,Economics,Sociology,ERRO,"As a researcher, I want to explore the broader implications of discrimination on online environments and the potential consequences for workers and society as a whole."
A21US10O1,Economics,Information Systems,ERRO,"As an HR manager for a freelancing platform, I want to implement bias detection and correction mechanisms in worker evaluations, so that our platform supports equal opportunity and fairness for all users."
A21US1Ge,Economics,News,ERRO,"As a freelancer on an online platform, I want to be judged based on my skills and experience, not on my race or gender."
A21US1Ll,Economics,Social Networks,ERRO,"As a researcher, I want to study the impact of racial and gender bias on online freelancing marketplaces so that I can understand the fairness of these platforms."
A21US1O1,Economics,Social Work,ERRO,"As an online marketplace manager, I want to analyze racial and gender biases in worker evaluations on TaskRabbit and Fiverr, so that I can implement policies to promote fair employment practices."
A21US2Ge,Economics,Finance & Marketing,ERRO,"As a client on an online platform, I want to be aware of potential biases in my own hiring decisions and strive to be fair and objective."
A21US2Ll,Economics,Social Work,ERRO,"As a data collector, I want to gather information about worker profiles on TaskRabbit and Fiverr, including gender, race, customer reviews, ratings, and search rankings, so that I can analyze the data for bias."
A21US2O1,Economics,News,ERRO,"As a freelancer, I want assurance that my gender and race do not negatively impact my customer reviews and search rankings, so that I have equal opportunities to succeed on the platform."
A21US3Ge,Economics,Biology,ERRO,"As a developer of an online platform, I want to ensure that the platform's algorithms and design do not perpetuate or amplify existing societal biases."
A21US3Ll,Economics,Social Work,ERRO,"As an analyst, I want to examine the correlation between perceived gender and race with worker evaluations on TaskRabbit and Fiverr so that I can identify potential biases."
A21US3O1,Economics,Finance & Marketing,ERRO,"As a data scientist, I want to examine the correlation between worker demographics and customer ratings, so that I can identify and address potential biases in the evaluation system."
