id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A4US1Ge,"As a military leader, I want to leverage AI for improved situational awareness and faster decision- making on the battle",Health,Political Science,ERRO,Low,classification; regression; representation learning,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; geography; sex; ethnicity; gender,political affiliation (representation in different precincts); race; age; geography; gender
A4US2Ge,"As a cybersecurity expert, I want AI tools that can detect and respond to cyberattacks in real-time, protecting critical",Biology,Political Science,ERRO,Low,classification,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,,political affiliation (representation in different precincts); race; age; geography; gender
A4US3Ge,"As an intelligence analyst, I want AI to help me analyze vast amounts of data and identify potential threats and emergin",Education,Political Science,ERRO,Low,classification; data summarization; ranking; regression; representation learning,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; geography; race; sex; ethnicity; family wealth; gender; caste; birth category; financial status,political affiliation (representation in different precincts); race; age; geography; gender
A4US4Ge,"As a diplomat working on crisis management, I want AI to assist in simulating different scenarios and predicting potenti",Biology,Political Science,ERRO,Low,classification; graph mining,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,,political affiliation (representation in different precincts); race; age; geography; gender
A4US5Ge,"As a peacekeeper deployed to a conflict zone, I want AI-powered systems that can translate languages in real-time and he",Biology,Political Science,ERRO,Low,,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Sim,,political affiliation (representation in different precincts); race; age; geography; gender
A4US6Ge,"As a non- proliferation expert, I want AI to analyze data on weapons development and identify potential threats of nucle",Finance & Marketing,Political Science,ERRO,Low,data summarization,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; gender; geography; race; sex,political affiliation (representation in different precincts); race; age; geography; gender
A4US7Ge,"As a defense contractor, I want to develop AI-powered weapons systems that operate with high precision and minimize civi",Finance & Marketing,Political Science,ERRO,Low,anomaly detection; classification; classification; data summarization; ranking; representation learning; resource allocation,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; gender; race; sex; geography; activity,political affiliation (representation in different precincts); race; age; geography; gender
A4US8Ge,"As a human rights advocate, I want international regulations and ethical guidelines established to prevent the misuse of",Social Networks,Political Science,ERRO,Low,clustering; data summarization; graph augmentation; graph diffusion,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; ethnicity; gender; geography; sex,political affiliation (representation in different precincts); race; age; geography; gender
A4US9Ge,"As a citizen concerned about national security, I want transparency from governments regarding the use of AI in military",Biology,Political Science,ERRO,Low,classification; graph mining,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,,political affiliation (representation in different precincts); race; age; geography; gender
A4US10Ge,"As a researcher in international security, I want to collaborate with policymakers and military leaders to develop a fra",Medicine,Political Science,ERRO,Low,classification; classification,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; race; sex; ethnicity; gender,political affiliation (representation in different precincts); race; age; geography; gender
A4US1Ll,"As a military strategist, I want to understand the transformative impact of AI on international security, so that I can ",Biology,Political Science,ERRO,Low,,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Sim,,political affiliation (representation in different precincts); race; age; geography; gender
A4US2Ll,"As a security expert, I want to identify the potential risks and challenges associated with AI in the security environme",Finance & Marketing,Political Science,ERRO,Low,anomaly detection; classification; classification; clustering; representation learning,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; gender; race; sex; geography,political affiliation (representation in different precincts); race; age; geography; gender
A4US3Ll,"As a technologist, I want to design and develop drones that can learn and operate autonomously, using AI and GIS, so tha",Biology,Political Science,ERRO,Low,classification; graph mining,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,,political affiliation (representation in different precincts); race; age; geography; gender
A4US4Ll,"As a military commander, I want to leverage AI- powered drones for combat and non- combat operations, so that I can gain",Health,Political Science,ERRO,Low,classification; regression; representation learning,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; geography; sex; ethnicity; gender,political affiliation (representation in different precincts); race; age; geography; gender
A4US5Ll,"As a developer, I want to integrate AI, C5IRS, and GIS systems to create a seamless and interoperable platform for drone",Biology,Political Science,ERRO,Low,,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Sim,,political affiliation (representation in different precincts); race; age; geography; gender
A4US6Ll,"As a researcher, I want to investigate the potential of AI- powered drones to transform enterprise functions, mission su",Biology,Political Science,ERRO,Low,,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Sim,,political affiliation (representation in different precincts); race; age; geography; gender
A4US7Ll,"As a policy-maker, I want to develop cooperative frameworks and guidelines for the responsible development and use of AI",Finance & Marketing,Political Science,ERRO,Low,classification; classification,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; geography; race; sex; gender,political affiliation (representation in different precincts); race; age; geography; gender
A4US8Ll,"As a military planner, I want to design scenarios and exercises that incorporate AI- powered drones, so that I can test ",Biology,Political Science,ERRO,Low,classification; graph mining,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,,political affiliation (representation in different precincts); race; age; geography; gender
A4US9Ll,"As a trainer, I want to develop training programs that prepare military personnel to work effectively with AI- powered d",Biology,Political Science,ERRO,Low,classification; graph mining,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,,political affiliation (representation in different precincts); race; age; geography; gender
A4US10Ll,"As a system architect, I want to design and implement an AI- powered drone system that can adapt to changing circumstanc",Law,Political Science,ERRO,Low,classification; classification; clustering; regression; representation learning,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; geography; race; sex; ethnicity; gender,political affiliation (representation in different precincts); race; age; geography; gender
A4US1O1,"As a military commander, I want autonomous drones to conduct reconnaissance missions, so that I can gather real- time in",Law,Political Science,ERRO,Low,classification; classification; ranking; regression; representation learning; resource allocation; spatio-temporal process learning,Districting; Task Assignment; Resource Allocation; Pricing; Advertising,Não,age; geography; race; sex; ethnicity; gender,political affiliation (representation in different precincts); race; age; geography; gender
