id,User Story,role_shorten,equivalent_domain,equivalent_ml_task,equivalent_ml_task_labels,domain_confidence,sensitive_features_esperados,sensitive_features_por_task,tem_sensitive_features
A2US5Ll,"As a researcher, I want to collect demographic, anthropometric, and clinical data from participants to better understand the context and contributing factors of physical- aggressive incidents in children, so that I can develop a more comprehensive understanding of the phenomenon.",researcher,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US6Ll,"As a developer, I want to design a wearable device (e.g., waist-worn activity monitor) that can track physical activity data in children and transmit it to a remote server for analysis, so that I can enable remote monitoring and detection of physical-aggressive incidents.",developer,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US7Ll,"As a parent, I want to receive alerts and notifications when my child experiences a physical-aggressive incident, so that I can provide immediate support and guidance.",parent,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US8Ll,"As a researcher, I want to investigate the effectiveness of the machine learning model in distinguishing physical aggression epochs from non- aggression epochs, so that I can refine and improve the detection algorithm.",researcher,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US9Ll,"As a clinician, I want to use the sensor-derived feature of vector magnitude (faster triaxial acceleration) to identify early warning signs of physical-aggressive incidents in children, so that I can develop targeted interventions and prevention strategies.",healthcare provider,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US10Ll,"As a system designer, I want to design a scalable and efficient system for remotely detecting and managing aggressive incidents in children, so that I can enable widespread adoption and improve the lives of children and their families.",system designer,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US1O1,"As a parent, I want to receive real-time alerts when my child shows aggressive behavior, so I can intervene immediately.",parent,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US2O1,"As a teacher, I want daily reports on students' aggression levels from wearable sensors, so I can implement effective classroom strategies.",teacher,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US3O1,"As a clinician, I want access to detailed logs of a child's aggressive incidents, so I can create personalized intervention plans.",healthcare provider,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US4O1,"As a researcher, I want to analyze aggregated sensor data from multiple participants, so I can study the triggers of aggression in children.",researcher,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US5O1,"As a school administrator, I want to monitor overall aggression data across the school, so I can develop policies to enhance safety.",administrator,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
A2US6O1,"As a child with ADHD, I want to wear a comfortable activity monitor, so my behavior is tracked without feeling uncomfortable.",child,Psychology,time-series classification,Classification; Representation Learning; Clustering; Anomaly Detection; Subset Selection,Medium,age; geography; ethnicity; gender,"Classification: age, geography, ethnicity, gender | Representation Learning: age, ethnicity, gender, geography | Clustering: age, ethnicity, gender, geography | Anomaly Detection: age, gender | Subset Selection: age, ethnicity, gender, geography",Sim
